Operação Comercial (Realizado),Leilão,Comercialização,CEG,Tipo de Geração,Origem de Combustível,UF,Usina,UG,Potência Liberada (MW)
2020-04-15 00:00:00,01/2018,ACR,UFV.RS.PI.034787-6.01,UFV,Solar,PI,ETESA 19 São João do Piauí III,11,1.462
2020-04-15 00:00:00,01/2018,ACR,UFV.RS.PI.034787-6.01,UFV,Solar,PI,ETESA 19 São João do Piauí III,12,1.462
2020-04-15 00:00:00,01/2018,ACR,UFV.RS.PI.034787-6.01,UFV,Solar,PI,ETESA 19 São João do Piauí III,13,1.462
2020-04-15 00:00:00,01/2018,ACR,UFV.RS.PI.034787-6.01,UFV,Solar,PI,ETESA 19 São João do Piauí III,14,1.462
2020-04-15 00:00:00,01/2018,ACR,UFV.RS.PI.034787-6.01,UFV,Solar,PI,ETESA 19 São João do Piauí III,15,1.462
2020-04-15 00:00:00,01/2018,ACR,UFV.RS.PI.034787-6.01,UFV,Solar,PI,ETESA 19 São João do Piauí III,16,1.462
2020-04-15 00:00:00,01/2018,ACR,UFV.RS.PI.034787-6.01,UFV,Solar,PI,ETESA 19 São João do Piauí III,17,1.462
2020-04-15 00:00:00,01/2018,ACR,UFV.RS.PI.034787-6.01,UFV,Solar,PI,ETESA 19 São João do Piauí III,18,1.462
2020-04-15 00:00:00,01/2018,ACR,UFV.RS.PI.034787-6.01,UFV,Solar,PI,ETESA 19 São João do Piauí III,19,1.462
2020-04-15 00:00:00,01/2018,ACR,UFV.RS.PI.034787-6.01,UFV,Solar,PI,ETESA 19 São João do Piauí III,2,1.462
2020-04-15 00:00:00,01/2018,ACR,UFV.RS.PI.034787-6.01,UFV,Solar,PI,ETESA 19 São João do Piauí III,20,1.462
2020-04-15 00:00:00,01/2018,ACR,UFV.RS.PI.034787-6.01,UFV,Solar,PI,ETESA 19 São João do Piauí III,21,1.462
2020-04-15 00:00:00,01/2018,ACR,UFV.RS.PI.034787-6.01,UFV,Solar,PI,ETESA 19 São João do Piauí III,22,1.462
2020-04-15 00:00:00,01/2018,ACR,UFV.RS.PI.034787-6.01,UFV,Solar,PI,ETESA 19 São João do Piauí III,3,1.462
2020-04-15 00:00:00,01/2018,ACR,UFV.RS.PI.034787-6.01,UFV,Solar,PI,ETESA 19 São João do Piauí III,4,1.462
2020-04-15 00:00:00,01/2018,ACR,UFV.RS.PI.034787-6.01,UFV,Solar,PI,ETESA 19 São João do Piauí III,5,1.462
2020-04-15 00:00:00,01/2018,ACR,UFV.RS.PI.034787-6.01,UFV,Solar,PI,ETESA 19 São João do Piauí III,6,1.462
2020-04-15 00:00:00,01/2018,ACR,UFV.RS.PI.034787-6.01,UFV,Solar,PI,ETESA 19 São João do Piauí III,7,1.462
2020-04-15 00:00:00,01/2018,ACR,UFV.RS.PI.034787-6.01,UFV,Solar,PI,ETESA 19 São João do Piauí III,8,1.462
2020-04-15 00:00:00,01/2018,ACR,UFV.RS.PI.034787-6.01,UFV,Solar,PI,ETESA 19 São João do Piauí III,9,1.462
2020-04-15 00:00:00,01/2018,ACR,UFV.RS.PI.034788-4.01,UFV,Solar,PI,ETESA 20 São João do Piauí IV,1,1.442
2020-04-15 00:00:00,01/2018,ACR,UFV.RS.PI.034788-4.01,UFV,Solar,PI,ETESA 20 São João do Piauí IV,10,1.442
2020-04-15 00:00:00,01/2018,ACR,UFV.RS.PI.034788-4.01,UFV,Solar,PI,ETESA 20 São João do Piauí IV,11,1.442
2020-04-15 00:00:00,01/2018,ACR,UFV.RS.PI.034788-4.01,UFV,Solar,PI,ETESA 20 São João do Piauí IV,12,1.442
2020-04-15 00:00:00,01/2018,ACR,UFV.RS.PI.034788-4.01,UFV,Solar,PI,ETESA 20 São João do Piauí IV,13,1.442
2020-04-15 00:00:00,01/2018,ACR,UFV.RS.PI.034788-4.01,UFV,Solar,PI,ETESA 20 São João do Piauí IV,14,1.442
2020-04-15 00:00:00,01/2018,ACR,UFV.RS.PI.034788-4.01,UFV,Solar,PI,ETESA 20 São João do Piauí IV,15,1.442
2020-04-15 00:00:00,01/2018,ACR,UFV.RS.PI.034788-4.01,UFV,Solar,PI,ETESA 20 São João do Piauí IV,16,1.442
2020-04-15 00:00:00,01/2018,ACR,UFV.RS.PI.034788-4.01,UFV,Solar,PI,ETESA 20 São João do Piauí IV,17,1.442
2020-04-15 00:00:00,01/2018,ACR,UFV.RS.PI.034788-4.01,UFV,Solar,PI,ETESA 20 São João do Piauí IV,18,1.442
2020-04-15 00:00:00,01/2018,ACR,UFV.RS.PI.034788-4.01,UFV,Solar,PI,ETESA 20 São João do Piauí IV,19,1.442
2020-04-15 00:00:00,01/2018,ACR,UFV.RS.PI.034788-4.01,UFV,Solar,PI,ETESA 20 São João do Piauí IV,2,1.442
2020-04-15 00:00:00,01/2018,ACR,UFV.RS.PI.034788-4.01,UFV,Solar,PI,ETESA 20 São João do Piauí IV,20,1.442
2020-04-15 00:00:00,01/2018,ACR,UFV.RS.PI.034788-4.01,UFV,Solar,PI,ETESA 20 São João do Piauí IV,3,1.442
2020-04-15 00:00:00,01/2018,ACR,UFV.RS.PI.034788-4.01,UFV,Solar,PI,ETESA 20 São João do Piauí IV,4,1.442
2020-04-15 00:00:00,01/2018,ACR,UFV.RS.PI.034788-4.01,UFV,Solar,PI,ETESA 20 São João do Piauí IV,5,1.442
2020-04-15 00:00:00,01/2018,ACR,UFV.RS.PI.034788-4.01,UFV,Solar,PI,ETESA 20 São João do Piauí IV,6,1.442
2020-04-15 00:00:00,01/2018,ACR,UFV.RS.PI.034788-4.01,UFV,Solar,PI,ETESA 20 São João do Piauí IV,7,1.442
2020-04-15 00:00:00,01/2018,ACR,UFV.RS.PI.034788-4.01,UFV,Solar,PI,ETESA 20 São João do Piauí IV,8,1.442
2020-04-15 00:00:00,01/2018,ACR,UFV.RS.PI.034788-4.01,UFV,Solar,PI,ETESA 20 São João do Piauí IV,9,1.442
2020-04-15 00:00:00,01/2018,ACR,UFV.RS.PI.034790-6.01,UFV,Solar,PI,ETESA 22 São João do Piauí VI,1,1.449
2020-04-15 00:00:00,01/2018,ACR,UFV.RS.PI.034790-6.01,UFV,Solar,PI,ETESA 22 São João do Piauí VI,10,1.449
2020-04-15 00:00:00,01/2018,ACR,UFV.RS.PI.034790-6.01,UFV,Solar,PI,ETESA 22 São João do Piauí VI,11,1.449
2020-04-15 00:00:00,01/2018,ACR,UFV.RS.PI.034790-6.01,UFV,Solar,PI,ETESA 22 São João do Piauí VI,12,1.449
2020-04-15 00:00:00,01/2018,ACR,UFV.RS.PI.034790-6.01,UFV,Solar,PI,ETESA 22 São João do Piauí VI,13,1.449
2020-04-15 00:00:00,01/2018,ACR,UFV.RS.PI.034790-6.01,UFV,Solar,PI,ETESA 22 São João do Piauí VI,14,1.449
2020-04-15 00:00:00,01/2018,ACR,UFV.RS.PI.034790-6.01,UFV,Solar,PI,ETESA 22 São João do Piauí VI,15,1.449
2020-04-15 00:00:00,01/2018,ACR,UFV.RS.PI.034790-6.01,UFV,Solar,PI,ETESA 22 São João do Piauí VI,16,1.449
2020-04-15 00:00:00,01/2018,ACR,UFV.RS.PI.034790-6.01,UFV,Solar,PI,ETESA 22 São João do Piauí VI,17,1.449
2020-04-15 00:00:00,01/2018,ACR,UFV.RS.PI.034790-6.01,UFV,Solar,PI,ETESA 22 São João do Piauí VI,18,1.449
2020-04-15 00:00:00,01/2018,ACR,UFV.RS.PI.034790-6.01,UFV,Solar,PI,ETESA 22 São João do Piauí VI,19,1.449
2020-04-15 00:00:00,01/2018,ACR,UFV.RS.PI.034790-6.01,UFV,Solar,PI,ETESA 22 São João do Piauí VI,2,1.449
2020-04-15 00:00:00,01/2018,ACR,UFV.RS.PI.034790-6.01,UFV,Solar,PI,ETESA 22 São João do Piauí VI,20,1.449
2020-04-15 00:00:00,01/2018,ACR,UFV.RS.PI.034790-6.01,UFV,Solar,PI,ETESA 22 São João do Piauí VI,21,1.449
2020-04-15 00:00:00,01/2018,ACR,UFV.RS.PI.034790-6.01,UFV,Solar,PI,ETESA 22 São João do Piauí VI,22,1.449
2020-04-15 00:00:00,01/2018,ACR,UFV.RS.PI.034790-6.01,UFV,Solar,PI,ETESA 22 São João do Piauí VI,3,1.449
2020-04-15 00:00:00,01/2018,ACR,UFV.RS.PI.034790-6.01,UFV,Solar,PI,ETESA 22 São João do Piauí VI,4,1.449
2020-04-15 00:00:00,01/2018,ACR,UFV.RS.PI.034790-6.01,UFV,Solar,PI,ETESA 22 São João do Piauí VI,5,1.449
2020-04-15 00:00:00,01/2018,ACR,UFV.RS.PI.034790-6.01,UFV,Solar,PI,ETESA 22 São João do Piauí VI,6,1.449
2020-04-15 00:00:00,01/2018,ACR,UFV.RS.PI.034790-6.01,UFV,Solar,PI,ETESA 22 São João do Piauí VI,7,1.449
2020-04-15 00:00:00,01/2018,ACR,UFV.RS.PI.034790-6.01,UFV,Solar,PI,ETESA 22 São João do Piauí VI,8,1.449
2020-04-15 00:00:00,01/2018,ACR,UFV.RS.PI.034790-6.01,UFV,Solar,PI,ETESA 22 São João do Piauí VI,9,1.449
2020-04-15 00:00:00,02/2016,ACR,UTE.PE.AM.035825-8.01,UTE,Fóssil,AM,Estirão do Equador - CGA,1,0.315
2020-04-15 00:00:00,02/2016,ACR,UTE.PE.AM.035825-8.01,UTE,Fóssil,AM,Estirão do Equador - CGA,2,0.315
2020-04-18 00:00:00,04/2017,ACR,EOL.CV.RN.036985-3.01,EOL,Eólica,RN,Ventos de Vila Paraíba II (Antiga Vila Paraíba II),5,3.465
2020-04-18 00:00:00,04/2017,ACR,EOL.CV.RN.036985-3.01,EOL,Eólica,RN,Ventos de Vila Paraíba II (Antiga Vila Paraíba II),6,3.465
2020-04-18 00:00:00,04/2017,ACR,EOL.CV.RN.036985-3.01,EOL,Eólica,RN,Ventos de Vila Paraíba II (Antiga Vila Paraíba II),7,3.465
2020-04-18 00:00:00,Nenhum,Fora do ACR,EOL.CV.RN.038140-3.01,EOL,Eólica,RN,Vila Rio Grande do Norte II,1,4.2
2020-04-18 00:00:00,Nenhum,Fora do ACR,EOL.CV.RN.038140-3.01,EOL,Eólica,RN,Vila Rio Grande do Norte II,2,4.2
2020-04-18 00:00:00,Nenhum,Fora do ACR,EOL.CV.RN.038140-3.01,EOL,Eólica,RN,Vila Rio Grande do Norte II,3,4.2
2020-04-18 00:00:00,Nenhum,Fora do ACR,EOL.CV.RN.038140-3.01,EOL,Eólica,RN,Vila Rio Grande do Norte II,4,4.2
2020-04-18 00:00:00,Nenhum,Fora do ACR,EOL.CV.RN.038140-3.01,EOL,Eólica,RN,Vila Rio Grande do Norte II,5,4.2
2020-04-18 00:00:00,Nenhum,Fora do ACR,EOL.CV.RN.038140-3.01,EOL,Eólica,RN,Vila Rio Grande do Norte II,6,4.2
2020-04-18 00:00:00,Nenhum,Fora do ACR,EOL.CV.RN.038140-3.01,EOL,Eólica,RN,Vila Rio Grande do Norte II,7,4.2
2020-04-18 00:00:00,Nenhum,Fora do ACR,EOL.CV.RN.038140-3.01,EOL,Eólica,RN,Vila Rio Grande do Norte II,8,4.2
2020-04-18 00:00:00,Nenhum,Fora do ACR,EOL.CV.RN.038140-3.01,EOL,Eólica,RN,Vila Rio Grande do Norte II,9,4.2
2020-04-18 00:00:00,01/2018,ACR,UFV.RS.PI.034785-0.01,UFV,Solar,PI,ETESA 17 - São João do Piauí I,5,1.462
2020-04-18 00:00:00,01/2018,ACR,UFV.RS.PI.034785-0.01,UFV,Solar,PI,ETESA 17 - São João do Piauí I,6,1.462
2020-04-18 00:00:00,01/2018,ACR,UFV.RS.PI.034785-0.01,UFV,Solar,PI,ETESA 17 - São João do Piauí I,7,1.462
2020-04-23 00:00:00,04/2017,ACR,EOL.CV.RN.036985-3.01,EOL,Eólica,RN,Ventos de Vila Paraíba II (Antiga Vila Paraíba II),1,3.465
2020-04-23 00:00:00,04/2017,ACR,EOL.CV.RN.036985-3.01,EOL,Eólica,RN,Ventos de Vila Paraíba II (Antiga Vila Paraíba II),2,3.465
2020-04-23 00:00:00,04/2017,ACR,EOL.CV.RN.036985-3.01,EOL,Eólica,RN,Ventos de Vila Paraíba II (Antiga Vila Paraíba II),3,3.465
2020-04-23 00:00:00,04/2017,ACR,EOL.CV.RN.036985-3.01,EOL,Eólica,RN,Ventos de Vila Paraíba II (Antiga Vila Paraíba II),4,3.465
2020-04-30 00:00:00,02/2016,ACR,UTE.PE.AM.037715-5.01,UTE,Fóssil,AM,Lábrea - COE,1,0.487
2020-04-30 00:00:00,02/2016,ACR,UTE.PE.AM.037715-5.01,UTE,Fóssil,AM,Lábrea - COE,10,0.487
2020-04-30 00:00:00,02/2016,ACR,UTE.PE.AM.037715-5.01,UTE,Fóssil,AM,Lábrea - COE,11,0.487
2020-04-30 00:00:00,02/2016,ACR,UTE.PE.AM.037715-5.01,UTE,Fóssil,AM,Lábrea - COE,12,0.487
2020-04-30 00:00:00,02/2016,ACR,UTE.PE.AM.037715-5.01,UTE,Fóssil,AM,Lábrea - COE,13,0.487
2020-04-30 00:00:00,02/2016,ACR,UTE.PE.AM.037715-5.01,UTE,Fóssil,AM,Lábrea - COE,14,0.487
2020-04-30 00:00:00,02/2016,ACR,UTE.PE.AM.037715-5.01,UTE,Fóssil,AM,Lábrea - COE,15,0.487
2020-04-30 00:00:00,02/2016,ACR,UTE.PE.AM.037715-5.01,UTE,Fóssil,AM,Lábrea - COE,16,0.487
2020-04-30 00:00:00,02/2016,ACR,UTE.PE.AM.037715-5.01,UTE,Fóssil,AM,Lábrea - COE,17,0.487
2020-04-30 00:00:00,02/2016,ACR,UTE.PE.AM.037715-5.01,UTE,Fóssil,AM,Lábrea - COE,18,0.487
2020-04-30 00:00:00,02/2016,ACR,UTE.PE.AM.037715-5.01,UTE,Fóssil,AM,Lábrea - COE,19,0.487
2020-04-30 00:00:00,02/2016,ACR,UTE.PE.AM.037715-5.01,UTE,Fóssil,AM,Lábrea - COE,2,0.487
2020-04-30 00:00:00,02/2016,ACR,UTE.PE.AM.037715-5.01,UTE,Fóssil,AM,Lábrea - COE,20,0.487
2020-04-30 00:00:00,02/2016,ACR,UTE.PE.AM.037715-5.01,UTE,Fóssil,AM,Lábrea - COE,21,0.487
2020-04-30 00:00:00,02/2016,ACR,UTE.PE.AM.037715-5.01,UTE,Fóssil,AM,Lábrea - COE,22,0.487
2020-04-30 00:00:00,02/2016,ACR,UTE.PE.AM.037715-5.01,UTE,Fóssil,AM,Lábrea - COE,23,0.487
2020-04-30 00:00:00,02/2016,ACR,UTE.PE.AM.037715-5.01,UTE,Fóssil,AM,Lábrea - COE,24,0.487
2020-04-30 00:00:00,02/2016,ACR,UTE.PE.AM.037715-5.01,UTE,Fóssil,AM,Lábrea - COE,25,0.487
2020-04-30 00:00:00,02/2016,ACR,UTE.PE.AM.037715-5.01,UTE,Fóssil,AM,Lábrea - COE,26,1.376
2020-04-30 00:00:00,02/2016,ACR,UTE.PE.AM.037715-5.01,UTE,Fóssil,AM,Lábrea - COE,27,1.376
2020-04-30 00:00:00,02/2016,ACR,UTE.PE.AM.037715-5.01,UTE,Fóssil,AM,Lábrea - COE,28,1.376
2020-04-30 00:00:00,02/2016,ACR,UTE.PE.AM.037715-5.01,UTE,Fóssil,AM,Lábrea - COE,29,1.376
2020-04-30 00:00:00,02/2016,ACR,UTE.PE.AM.037715-5.01,UTE,Fóssil,AM,Lábrea - COE,3,0.487
2020-04-30 00:00:00,02/2016,ACR,UTE.PE.AM.037715-5.01,UTE,Fóssil,AM,Lábrea - COE,30,1.376
2020-04-30 00:00:00,02/2016,ACR,UTE.PE.AM.037715-5.01,UTE,Fóssil,AM,Lábrea - COE,31,0.321
2020-04-30 00:00:00,02/2016,ACR,UTE.PE.AM.037715-5.01,UTE,Fóssil,AM,Lábrea - COE,32,0.321
2020-04-30 00:00:00,02/2016,ACR,UTE.PE.AM.037715-5.01,UTE,Fóssil,AM,Lábrea - COE,4,0.487
2020-04-30 00:00:00,02/2016,ACR,UTE.PE.AM.037715-5.01,UTE,Fóssil,AM,Lábrea - COE,5,0.487
2020-04-30 00:00:00,02/2016,ACR,UTE.PE.AM.037715-5.01,UTE,Fóssil,AM,Lábrea - COE,6,0.487
2020-04-30 00:00:00,02/2016,ACR,UTE.PE.AM.037715-5.01,UTE,Fóssil,AM,Lábrea - COE,7,0.487
2020-04-30 00:00:00,02/2016,ACR,UTE.PE.AM.037715-5.01,UTE,Fóssil,AM,Lábrea - COE,8,0.487
2020-04-30 00:00:00,02/2016,ACR,UTE.PE.AM.037715-5.01,UTE,Fóssil,AM,Lábrea - COE,9,0.487
2020-05-01 00:00:00,04/2017,ACR,UFV.RS.PI.037577-2.01,UFV,Solar,PI,São Gonçalo 10,1,2.7777399999999997
2020-05-01 00:00:00,04/2017,ACR,UFV.RS.PI.037577-2.01,UFV,Solar,PI,São Gonçalo 10,10,2.7777800000000004
2020-05-01 00:00:00,04/2017,ACR,UFV.RS.PI.037577-2.01,UFV,Solar,PI,São Gonçalo 10,11,2.7777800000000004
2020-05-01 00:00:00,04/2017,ACR,UFV.RS.PI.037577-2.01,UFV,Solar,PI,São Gonçalo 10,12,2.7777800000000004
2020-05-01 00:00:00,04/2017,ACR,UFV.RS.PI.037577-2.01,UFV,Solar,PI,São Gonçalo 10,13,2.7777800000000004
2020-05-01 00:00:00,04/2017,ACR,UFV.RS.PI.037577-2.01,UFV,Solar,PI,São Gonçalo 10,14,2.7777800000000004
2020-05-01 00:00:00,04/2017,ACR,UFV.RS.PI.037577-2.01,UFV,Solar,PI,São Gonçalo 10,15,2.7777800000000004
2020-05-01 00:00:00,04/2017,ACR,UFV.RS.PI.037577-2.01,UFV,Solar,PI,São Gonçalo 10,16,2.7777800000000004
2020-05-01 00:00:00,04/2017,ACR,UFV.RS.PI.037577-2.01,UFV,Solar,PI,São Gonçalo 10,17,2.7777800000000004
2020-05-01 00:00:00,04/2017,ACR,UFV.RS.PI.037577-2.01,UFV,Solar,PI,São Gonçalo 10,18,2.7777800000000004
2020-05-01 00:00:00,04/2017,ACR,UFV.RS.PI.037577-2.01,UFV,Solar,PI,São Gonçalo 10,2,2.7777800000000004
2020-05-01 00:00:00,04/2017,ACR,UFV.RS.PI.037577-2.01,UFV,Solar,PI,São Gonçalo 10,3,2.7777800000000004
2020-05-01 00:00:00,04/2017,ACR,UFV.RS.PI.037577-2.01,UFV,Solar,PI,São Gonçalo 10,4,2.7777800000000004
2020-05-01 00:00:00,04/2017,ACR,UFV.RS.PI.037577-2.01,UFV,Solar,PI,São Gonçalo 10,5,2.7777800000000004
2020-05-01 00:00:00,04/2017,ACR,UFV.RS.PI.037577-2.01,UFV,Solar,PI,São Gonçalo 10,6,2.7777800000000004
2020-05-01 00:00:00,04/2017,ACR,UFV.RS.PI.037577-2.01,UFV,Solar,PI,São Gonçalo 10,7,2.7777800000000004
2020-05-01 00:00:00,04/2017,ACR,UFV.RS.PI.037577-2.01,UFV,Solar,PI,São Gonçalo 10,8,2.7777800000000004
2020-05-01 00:00:00,04/2017,ACR,UFV.RS.PI.037577-2.01,UFV,Solar,PI,São Gonçalo 10,9,2.7777800000000004
2020-05-07 00:00:00,Nenhum,Fora do ACR,UTE.AI.SP.030447-6.01,UTE,Biomassa,SP,Mogiana Bio-Energia,3,6
2020-05-14 00:00:00,03/2018,ACR,EOL.CV.BA.037102-5.01,EOL,Eólica,BA,Ventos de São Januário 20,1,4.2
2020-05-14 00:00:00,03/2018,ACR,EOL.CV.BA.037102-5.01,EOL,Eólica,BA,Ventos de São Januário 20,2,4.2
2020-05-14 00:00:00,03/2018,ACR,EOL.CV.BA.037102-5.01,EOL,Eólica,BA,Ventos de São Januário 20,3,4.2
2020-05-14 00:00:00,03/2018,ACR,EOL.CV.BA.037102-5.01,EOL,Eólica,BA,Ventos de São Januário 20,4,4.2
2020-05-14 00:00:00,03/2018,ACR,EOL.CV.BA.037102-5.01,EOL,Eólica,BA,Ventos de São Januário 20,5,4.2
2020-05-14 00:00:00,03/2018,ACR,EOL.CV.BA.037102-5.01,EOL,Eólica,BA,Ventos de São Januário 20,6,4.2
2020-05-14 00:00:00,03/2018,ACR,EOL.CV.BA.037102-5.01,EOL,Eólica,BA,Ventos de São Januário 20,7,4.2
2020-05-15 00:00:00,04/2019,ACR,UTE.AI.SP.040824-7.01,UTE,Biomassa,SP,Bioenergia Mococa,1,45
2020-05-16 00:00:00,01/2018,ACR,UTE.AI.MG.038336-8.01,UTE,Biomassa,MG,Cerradão 2,1,40
2020-05-16 00:00:00,02/2016,ACR,UTE.PE.AM.037707-4.01,UTE,Fóssil,AM,Tuiué - COE,1,0.487
2020-05-16 00:00:00,02/2016,ACR,UTE.PE.AM.037707-4.01,UTE,Fóssil,AM,Tuiué - COE,2,0.487
2020-05-16 00:00:00,02/2016,ACR,UTE.PE.AM.037707-4.01,UTE,Fóssil,AM,Tuiué - COE,3,0.321
2020-05-16 00:00:00,02/2016,ACR,UTE.PE.AM.037707-4.01,UTE,Fóssil,AM,Tuiué - COE,4,0.321
2020-05-19 00:00:00,02/2016,ACR,UTE.PE.AM.037692-2.01,UTE,Fóssil,AM,Novo Airão - COE,1,0.321
2020-05-19 00:00:00,02/2016,ACR,UTE.PE.AM.037692-2.01,UTE,Fóssil,AM,Novo Airão - COE,10,0.487
2020-05-19 00:00:00,02/2016,ACR,UTE.PE.AM.037692-2.01,UTE,Fóssil,AM,Novo Airão - COE,11,0.487
2020-05-19 00:00:00,02/2016,ACR,UTE.PE.AM.037692-2.01,UTE,Fóssil,AM,Novo Airão - COE,12,0.487
2020-05-19 00:00:00,02/2016,ACR,UTE.PE.AM.037692-2.01,UTE,Fóssil,AM,Novo Airão - COE,13,0.487
2020-05-19 00:00:00,02/2016,ACR,UTE.PE.AM.037692-2.01,UTE,Fóssil,AM,Novo Airão - COE,14,0.487
2020-05-19 00:00:00,02/2016,ACR,UTE.PE.AM.037692-2.01,UTE,Fóssil,AM,Novo Airão - COE,15,0.487
2020-05-19 00:00:00,02/2016,ACR,UTE.PE.AM.037692-2.01,UTE,Fóssil,AM,Novo Airão - COE,16,0.487
2020-05-19 00:00:00,02/2016,ACR,UTE.PE.AM.037692-2.01,UTE,Fóssil,AM,Novo Airão - COE,17,1.376
2020-05-19 00:00:00,02/2016,ACR,UTE.PE.AM.037692-2.01,UTE,Fóssil,AM,Novo Airão - COE,18,1.376
2020-05-19 00:00:00,02/2016,ACR,UTE.PE.AM.037692-2.01,UTE,Fóssil,AM,Novo Airão - COE,2,0.321
2020-05-19 00:00:00,02/2016,ACR,UTE.PE.AM.037692-2.01,UTE,Fóssil,AM,Novo Airão - COE,3,0.487
2020-05-19 00:00:00,02/2016,ACR,UTE.PE.AM.037692-2.01,UTE,Fóssil,AM,Novo Airão - COE,4,0.487
2020-05-19 00:00:00,02/2016,ACR,UTE.PE.AM.037692-2.01,UTE,Fóssil,AM,Novo Airão - COE,5,0.487
2020-05-19 00:00:00,02/2016,ACR,UTE.PE.AM.037692-2.01,UTE,Fóssil,AM,Novo Airão - COE,6,0.487
2020-05-19 00:00:00,02/2016,ACR,UTE.PE.AM.037692-2.01,UTE,Fóssil,AM,Novo Airão - COE,7,0.487
2020-05-19 00:00:00,02/2016,ACR,UTE.PE.AM.037692-2.01,UTE,Fóssil,AM,Novo Airão - COE,8,0.487
2020-05-19 00:00:00,02/2016,ACR,UTE.PE.AM.037692-2.01,UTE,Fóssil,AM,Novo Airão - COE,9,0.487
2020-05-21 00:00:00,04/2017,ACR,UFV.RS.PI.033844-3.01,UFV,Solar,PI,São Gonçalo 4,1,2.7777800000000004
2020-05-21 00:00:00,04/2017,ACR,UFV.RS.PI.033844-3.01,UFV,Solar,PI,São Gonçalo 4,10,2.7777800000000004
2020-05-21 00:00:00,04/2017,ACR,UFV.RS.PI.033844-3.01,UFV,Solar,PI,São Gonçalo 4,11,2.7777800000000004
2020-05-21 00:00:00,04/2017,ACR,UFV.RS.PI.033844-3.01,UFV,Solar,PI,São Gonçalo 4,12,2.7777800000000004
2020-05-21 00:00:00,04/2017,ACR,UFV.RS.PI.033844-3.01,UFV,Solar,PI,São Gonçalo 4,13,2.7777800000000004
2020-05-21 00:00:00,04/2017,ACR,UFV.RS.PI.033844-3.01,UFV,Solar,PI,São Gonçalo 4,14,2.7777800000000004
2020-05-21 00:00:00,04/2017,ACR,UFV.RS.PI.033844-3.01,UFV,Solar,PI,São Gonçalo 4,15,2.77777
2020-05-21 00:00:00,04/2017,ACR,UFV.RS.PI.033844-3.01,UFV,Solar,PI,São Gonçalo 4,16,2.77777
2020-05-21 00:00:00,04/2017,ACR,UFV.RS.PI.033844-3.01,UFV,Solar,PI,São Gonçalo 4,17,2.77777
2020-05-21 00:00:00,04/2017,ACR,UFV.RS.PI.033844-3.01,UFV,Solar,PI,São Gonçalo 4,18,2.77777
2020-05-21 00:00:00,04/2017,ACR,UFV.RS.PI.033844-3.01,UFV,Solar,PI,São Gonçalo 4,2,2.7777800000000004
2020-05-21 00:00:00,04/2017,ACR,UFV.RS.PI.033844-3.01,UFV,Solar,PI,São Gonçalo 4,3,2.7777800000000004
2020-05-21 00:00:00,04/2017,ACR,UFV.RS.PI.033844-3.01,UFV,Solar,PI,São Gonçalo 4,4,2.7777800000000004
2020-05-21 00:00:00,04/2017,ACR,UFV.RS.PI.033844-3.01,UFV,Solar,PI,São Gonçalo 4,5,2.7777800000000004
2020-05-21 00:00:00,04/2017,ACR,UFV.RS.PI.033844-3.01,UFV,Solar,PI,São Gonçalo 4,6,2.7777800000000004
2020-05-21 00:00:00,04/2017,ACR,UFV.RS.PI.033844-3.01,UFV,Solar,PI,São Gonçalo 4,7,2.7777800000000004
2020-05-21 00:00:00,04/2017,ACR,UFV.RS.PI.033844-3.01,UFV,Solar,PI,São Gonçalo 4,8,2.7777800000000004
2020-05-21 00:00:00,04/2017,ACR,UFV.RS.PI.033844-3.01,UFV,Solar,PI,São Gonçalo 4,9,2.7777800000000004
2020-05-27 00:00:00,Nenhum,Fora do ACR,EOL.CV.RN.038142-0.01,EOL,Eólica,RN,Vila Sergipe I,1,4.2
2020-05-27 00:00:00,Nenhum,Fora do ACR,EOL.CV.RN.038142-0.01,EOL,Eólica,RN,Vila Sergipe I,2,4.2
2020-05-27 00:00:00,Nenhum,Fora do ACR,EOL.CV.RN.038142-0.01,EOL,Eólica,RN,Vila Sergipe I,3,4.2
2020-05-27 00:00:00,Nenhum,Fora do ACR,EOL.CV.RN.038142-0.01,EOL,Eólica,RN,Vila Sergipe I,4,4.2
2020-05-27 00:00:00,Nenhum,Fora do ACR,EOL.CV.RN.038142-0.01,EOL,Eólica,RN,Vila Sergipe I,5,4.2
2020-05-27 00:00:00,Nenhum,Fora do ACR,EOL.CV.RN.038142-0.01,EOL,Eólica,RN,Vila Sergipe I,6,4.2
2020-05-27 00:00:00,Nenhum,Fora do ACR,EOL.CV.RN.038142-0.01,EOL,Eólica,RN,Vila Sergipe I,7,4.2
2020-05-27 00:00:00,Nenhum,Fora do ACR,EOL.CV.RN.038142-0.01,EOL,Eólica,RN,Vila Sergipe I,8,4.2
2020-05-27 00:00:00,Nenhum,Fora do ACR,EOL.CV.RN.038142-0.01,EOL,Eólica,RN,Vila Sergipe I,9,4.2
2020-05-27 00:00:00,02/2016,ACR,UTE.PE.AM.035838-0.01,UTE,Fóssil,AM,Fonte Boa - CGA,1,0.352
2020-05-27 00:00:00,02/2016,ACR,UTE.PE.AM.035838-0.01,UTE,Fóssil,AM,Fonte Boa - CGA,10,0.352
2020-05-27 00:00:00,02/2016,ACR,UTE.PE.AM.035838-0.01,UTE,Fóssil,AM,Fonte Boa - CGA,11,0.352
